epoch,learning_rate,step,training_auroc,training_inbatch_coral_loss,training_inbatch_coral_weight,training_inbatch_domain_count,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
10,5.674077783623943e-06,109,0.6017748713493347,7.225378067232668e-05,0.05000000819563866,2.0,0.6866423487663269,0.6866387128829956,0.6866423487663269,,
11,,119,,,,,,,,0.639194130897522,0.6859531998634338
11,6.021874924044823e-06,119,0.6379392147064209,6.193665467435494e-05,0.05000000819563866,2.0,0.6836003065109253,0.683597207069397,0.6836003065109253,,
12,,129,,,,,,,,0.6469057202339172,0.6840457320213318
12,6.401716291293269e-06,129,0.6208338737487793,7.346590427914634e-05,0.05000000819563866,2.0,0.6850422024726868,0.6850385665893555,0.6850422024726868,,
13,,139,,,,,,,,0.6498939990997314,0.68275386095047
13,6.813335858169012e-06,139,0.633859395980835,7.170499884523451e-05,0.05000000819563866,2.0,0.682847261428833,0.6828437447547913,0.682847261428833,,
14,,149,,,,,,,,0.6557741165161133,0.6810796856880188
14,7.256446224346291e-06,149,0.6422632336616516,6.837545515736565e-05,0.05000000819563866,2.0,0.682509183883667,0.6825057864189148,0.682509183883667,,
15,,159,,,,,,,,0.6650279760360718,0.6796399354934692
15,7.730739525868557e-06,159,0.6660512685775757,6.144685903564095e-05,0.05000000819563866,2.0,0.6800943613052368,0.680091381072998,0.6800943613052368,,
16,,169,,,,,,,,0.6656063199043274,0.6787815690040588
16,8.235885616159067e-06,169,0.6687670946121216,6.526141078211367e-05,0.05000000819563866,2.0,0.6787405610084534,0.6787373423576355,0.6787405610084534,,
17,,179,,,,,,,,0.6769809126853943,0.6773138046264648
17,8.771530701778829e-06,179,0.6716021299362183,7.205263682408258e-05,0.05000000819563866,2.0,0.6773529052734375,0.6773492097854614,0.6773529052734375,,
18,,189,,,,,,,,0.6751494407653809,0.6763261556625366
18,9.33730279939482e-06,189,0.6753424406051636,7.463113433914259e-05,0.05000000819563866,2.0,0.6768047213554382,0.6768010258674622,0.6768047213554382,,
19,,199,,,,,,,,0.6812222599983215,0.675173819065094
19,9.932806278811768e-06,199,0.6875640153884888,6.919806764926761e-05,0.05000000819563866,2.0,0.6744213104248047,0.6744177341461182,0.6744213104248047,,
20,,209,,,,,,,,0.6832466125488281,0.6741360425949097
20,1.0557627319940366e-05,209,0.6907445192337036,7.495758472941816e-05,0.05000000819563866,2.0,0.6736610531806946,0.6736573576927185,0.6736610531806946,,
21,,219,,,,,,,,0.6893194913864136,0.6726793050765991
21,1.1211331184313167e-05,219,0.7002918720245361,6.64085746393539e-05,0.05000000819563866,2.0,0.6713384389877319,0.6713352203369141,0.6713384389877319,,
22,,229,,,,,,,,0.693078875541687,0.6711304187774658
22,1.1893459486600477e-05,229,0.7048362493515015,6.967654917389154e-05,0.05000000819563866,2.0,0.6715747714042664,0.6715712547302246,0.6715747714042664,,
23,,239,,,,,,,,0.6952959299087524,0.6706007719039917
23,1.2603540199052077e-05,239,0.7196545600891113,7.907623512437567e-05,0.05000000819563866,2.0,0.6680575013160706,0.6680535078048706,0.6680575013160706,,
24,,249,,,,,,,,0.7000192999839783,0.668052613735199
24,1.3341076737560797e-05,249,0.7239785194396973,7.837765588192269e-05,0.05000000819563866,2.0,0.6656208038330078,0.6656168699264526,0.6656208038330078,,
25,,259,,,,,,,,0.7045498490333557,0.6641254425048828
25,1.4105557966104243e-05,259,0.7354496717453003,9.397888061357662e-05,0.05000000819563866,2.0,0.6633519530296326,0.6633473634719849,0.6633519530296326,,
26,,269,,,,,,,,0.7028146982192993,0.6615368127822876
26,1.4896445463818964e-05,269,0.7263370752334595,8.013424667296931e-05,0.05000000819563866,2.0,0.6632073521614075,0.6632034182548523,0.6632073521614075,,
27,,279,,,,,,,,0.6976094245910645,0.6578367352485657
27,1.571319080539979e-05,279,0.730422854423523,7.929845014587045e-05,0.05000000819563866,2.0,0.6599006652832031,0.659896731376648,0.6599006652832031,,
28,,289,,,,,,,,0.7039714455604553,0.6559451818466187
28,1.6555224647163413e-05,289,0.7356997728347778,8.072457421803847e-05,0.05000000819563866,2.0,0.6564704179763794,0.6564664840698242,0.6564704179763794,,
29,,299,,,,,,,,0.7050318717956543,0.6524981260299683
29,1.7421962184016593e-05,299,0.7437283992767334,9.564830543240532e-05,0.05000000819563866,2.0,0.6533363461494446,0.6533315777778625,0.6533363461494446,,
30,,309,,,,,,,,0.7047426104545593,0.6522794961929321
30,1.8312795873498544e-05,309,0.740297794342041,8.869469456840307e-05,0.05000000819563866,2.0,0.6521173715591431,0.6521128416061401,0.6521173715591431,,
31,,319,,,,,,,,0.7032966613769531,0.6511699557304382
31,1.9227107259212062e-05,319,0.7518761157989502,0.00010301758447894827,0.05000000819563866,2.0,0.6468188762664795,0.6468138098716736,0.6468188762664795,,
32,,329,,,,,,,,0.7032002806663513,0.648381769657135
32,2.0164261513855308e-05,329,0.7393448352813721,0.0001050414502969943,0.05000000819563866,2.0,0.6470896601676941,0.6470844149589539,0.6470896601676941,,
33,,339,,,,,,,,0.6975130438804626,0.645044207572937
33,2.1123601982253604e-05,339,0.7507087588310242,0.00010020774061558768,0.05000000819563866,2.0,0.642340362071991,0.6423352956771851,0.642340362071991,,
34,,349,,,,,,,,0.7006940841674805,0.6413099765777588
34,2.2104453819338232e-05,349,0.7563430666923523,0.00012307257566135377,0.05000000819563866,2.0,0.6378188133239746,0.6378125548362732,0.6378188133239746,,
35,,359,,,,,,,,0.7011759877204895,0.6393390893936157
35,2.3106143999029882e-05,359,0.7457534074783325,0.00013593959738500416,0.05000000819563866,2.0,0.63768470287323,0.6376779079437256,0.63768470287323,,
36,,369,,,,,,,,0.7058029770851135,0.63468337059021
36,2.4127974029397592e-05,369,0.7517451047897339,0.00013340347504708916,0.05000000819563866,2.0,0.6330174803733826,0.6330108046531677,0.6330174803733826,,
37,,379,,,,,,,,0.7080200910568237,0.6322250962257385
37,2.5169232685584575e-05,379,0.7520667314529419,0.00014258410374168307,0.05000000819563866,2.0,0.6291030049324036,0.6290959119796753,0.6291030049324036,,
38,,389,,,,,,,,0.7020435333251953,0.6315339803695679
38,2.6229177819914185e-05,389,0.7482906579971313,0.00015057969721965492,0.05000000819563866,2.0,0.627173900604248,0.6271663308143616,0.627173900604248,,
39,,399,,,,,,,,0.6993445754051208,0.6247311234474182
39,2.730709093157202e-05,399,0.7466111183166504,0.00016198190860450268,0.05000000819563866,2.0,0.6248074173927307,0.624799370765686,0.6248074173927307,,
