epoch,learning_rate,step,training_auroc,training_distillation_loss,training_distillation_weight,training_domain_acc,training_domain_loss,training_domain_weight,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
27,2.7047391995438375e-05,195,0.7317813634872437,0.0018137976294383407,0.20000000298023224,0.07350633293390274,0.7950850129127502,0.5,1.41898775100708,0.6235399842262268,1.41898775100708,,
28,,202,,,,,,,,,,0.5872983932495117,0.6289598345756531
28,2.8616854251595214e-05,202,0.7321861982345581,0.0013555072946473956,0.20000000298023224,0.1146855279803276,0.7850574851036072,0.5,1.408374547958374,0.623045802116394,1.408374547958374,,
29,,209,,,,,,,,,,0.5915322303771973,0.6248332262039185
29,3.0219811378628947e-05,209,0.7358299493789673,0.0014601186849176884,0.20000000298023224,0.20706278085708618,0.7753463387489319,0.5,1.39607572555542,0.6204374432563782,1.39607572555542,,
30,,216,,,,,,,,,,0.5975806713104248,0.6281197667121887
30,3.1853971449891105e-05,216,0.7368167638778687,0.0020680471789091825,0.20000000298023224,0.35668453574180603,0.759124219417572,0.5,1.3772647380828857,0.6177270412445068,1.3772647380828857,,
31,,223,,,,,,,,,,0.6191532015800476,0.6275330185890198
31,3.351698615006171e-05,223,0.7397520542144775,0.0036239351611584425,0.20000000298023224,0.44401422142982483,0.7393714189529419,0.5,1.353597640991211,0.6135013103485107,1.353597640991211,,
32,,230,,,,,,,,,,0.6161290407180786,0.6243720650672913
32,3.5206474422011524e-05,230,0.7394737005233765,0.005203955341130495,0.20000000298023224,0.4834432899951935,0.7112250328063965,0.5,1.3240625858306885,0.6117968559265137,1.3240625858306885,,
