epoch,learning_rate,step,training_auroc,training_inbatch_coral_loss,training_inbatch_coral_weight,training_inbatch_domain_count,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
21,1.1210221600777004e-05,219,0.684829831123352,6.250839214771986e-05,0.05000000447034836,2.0,0.6699763536453247,0.6699731945991516,0.6699763536453247,,
22,,229,,,,,,,,0.5758810043334961,0.682889461517334
22,1.1892304428329226e-05,229,0.6933301091194153,6.880734872538596e-05,0.05000000447034836,2.0,0.6671448945999146,0.6671414375305176,0.6671448945999146,,
23,,239,,,,,,,,0.5810912847518921,0.6822929978370667
23,1.2602339666045737e-05,239,0.6997547149658203,6.61395097267814e-05,0.05000000447034836,2.0,0.6645804643630981,0.6645771265029907,0.6645804643630981,,
24,,249,,,,,,,,0.5936907529830933,0.6795864105224609
24,1.333983163931407e-05,249,0.7031763792037964,7.014502625679597e-05,0.05000000447034836,2.0,0.6639692783355713,0.6639658212661743,0.6639692783355713,,
25,,259,,,,,,,,0.5985221266746521,0.676889181137085
25,1.4104270121606532e-05,259,0.7213256359100342,7.114288746379316e-05,0.05000000447034836,2.0,0.6595008969306946,0.6594973206520081,0.6595008969306946,,
26,,269,,,,,,,,0.6016483902931213,0.6759253144264221
26,1.4895115782564972e-05,269,0.7191960215568542,7.591953180963174e-05,0.05000000447034836,2.0,0.6585401892662048,0.6585363745689392,0.6585401892662048,,
27,,279,,,,,,,,0.6073323488235474,0.6768534779548645
27,1.5711817468400113e-05,279,0.7231441140174866,8.035994687816128e-05,0.05000000447034836,2.0,0.6557436585426331,0.6557395458221436,0.6557436585426331,,
28,,289,,,,,,,,0.6073323488235474,0.6729264259338379
28,1.6553813111386262e-05,289,0.7299395799636841,9.128342207986861e-05,0.05000000447034836,2.0,0.6524039506912231,0.6523993611335754,0.6524039506912231,,
29,,299,,,,,,,,0.6146267652511597,0.6702795624732971
29,1.7420510630472563e-05,299,0.7399054765701294,9.17571596801281e-05,0.05000000447034836,2.0,0.6501519083976746,0.6501472592353821,0.6501519083976746,,
30,,309,,,,,,,,0.6187002658843994,0.6663710474967957
30,1.831130612117704e-05,309,0.7411258220672607,9.943998884409666e-05,0.05000000447034836,2.0,0.6475088596343994,0.6475039124488831,0.6475088596343994,,
31,,319,,,,,,,,0.6172792911529541,0.664120078086853
31,1.9225581127102487e-05,319,0.7475144863128662,0.00010408404341433197,0.05000000447034836,2.0,0.6452295184135437,0.6452243328094482,0.6452295184135437,,
32,,329,,,,,,,,0.622584342956543,0.6633898019790649
32,2.0162699001957662e-05,329,0.7550517320632935,0.00011034367344109342,0.05000000447034836,2.0,0.640538215637207,0.6405326128005981,0.640538215637207,,
33,,339,,,,,,,,0.622584342956543,0.6648197174072266
33,2.112200490955729e-05,339,0.7475144863128662,0.00012978258018847555,0.05000000447034836,2.0,0.6388139724731445,0.6388075351715088,0.6388139724731445,,
34,,349,,,,,,,,0.6241947412490845,0.665922999382019
34,2.2102824004832655e-05,349,0.7390919923782349,0.00014125507732387632,0.05000000447034836,2.0,0.6358963847160339,0.6358892917633057,0.6358963847160339,,
35,,359,,,,,,,,0.6323418617248535,0.6611345410346985
35,2.310448144271504e-05,359,0.7482442855834961,0.00015199673362076283,0.05000000447034836,2.0,0.6308446526527405,0.6308370232582092,0.6308446526527405,,
36,,369,,,,,,,,0.6316786408424377,0.6557654738426208
36,2.4126278731273487e-05,369,0.7472752332687378,0.00016660358232911676,0.05000000447034836,2.0,0.6305712461471558,0.630562961101532,0.6305712461471558,,
37,,379,,,,,,,,0.6329101324081421,0.656021773815155
37,2.516750646464061e-05,379,0.7571603655815125,0.00018986701616086066,0.05000000447034836,2.0,0.6241127848625183,0.6241032481193542,0.6241127848625183,,
38,,389,,,,,,,,0.6341418027877808,0.6568869352340698
38,2.6227422495139763e-05,389,0.7543817758560181,0.0002073895011562854,0.05000000447034836,2.0,0.6210223436355591,0.6210120320320129,0.6210223436355591,,
39,,399,,,,,,,,0.6294050812721252,0.6601436734199524
39,2.7305308321956545e-05,399,0.749285101890564,0.00024186716473195702,0.05000000447034836,2.0,0.6185044646263123,0.6184923648834229,0.6185044646263123,,
