epoch,learning_rate,step,training_auroc,training_coral_loss,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
27,,195,,,,,,0.6475409865379333,0.6170696020126343
27,3.8427391700679436e-05,195,0.729611873626709,0.00016997932107187808,0.604958713054657,0.6049501895904541,0.604958713054657,,
28,,202,,,,,,0.651024580001831,0.6115267872810364
28,4.062663720105775e-05,202,0.7351562976837158,0.00020685391791630536,0.5986706614494324,0.5986603498458862,0.5986706614494324,,
29,,209,,,,,,0.6620901823043823,0.6063380241394043
29,4.285148315830156e-05,209,0.7358618974685669,0.0002037870726780966,0.5942509770393372,0.5942407250404358,0.5942509770393372,,
30,,216,,,,,,0.6592212915420532,0.6021216511726379
30,4.509693826548755e-05,216,0.7398689985275269,0.00023387874534819275,0.5896925926208496,0.5896809697151184,0.5896925926208496,,
31,,223,,,,,,0.6645492315292358,0.6036624908447266
31,4.735793481813744e-05,223,0.739037275314331,0.00027619878528639674,0.5861519575119019,0.5861380696296692,0.5861519575119019,,
