epoch,learning_rate,step,training_auroc,training_distillation_loss,training_distillation_weight,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
10,7.437268777721329e-06,76,0.6888158321380615,0.1945393830537796,0.3499999940395355,0.7420801520347595,0.6739913821220398,0.7420801520347595,,
11,,83,,,,,,,0.6838709712028503,0.6549570560455322
11,8.143982995534316e-06,83,0.695850133895874,0.16032974421977997,0.3499999940395355,0.7275423407554626,0.6714268922805786,0.7275423407554626,,
12,,90,,,,,,,0.6731854677200317,0.6526109576225281
12,8.913521014619619e-06,90,0.6984058618545532,0.12795506417751312,0.3499999940395355,0.7140329480171204,0.6692487001419067,0.7140329480171204,,
13,,97,,,,,,,0.6911289691925049,0.6493200659751892
13,9.744779163156636e-06,97,0.7052631378173828,0.09849842637777328,0.3499999940395355,0.7004335522651672,0.6659590601921082,0.7004335522651672,,
14,,104,,,,,,,0.688306450843811,0.6470307111740112
14,1.0636567822075449e-05,104,0.7054402828216553,0.0741255134344101,0.3499999940395355,0.6888750195503235,0.6629310250282288,0.6888750195503235,,
15,,111,,,,,,,0.6838710308074951,0.6464465260505676
15,1.1587609151320066e-05,111,0.7036184072494507,0.0518779531121254,0.3499999940395355,0.6791912913322449,0.6610339879989624,0.6791912913322449,,
16,,118,,,,,,,0.6810483932495117,0.6441530585289001
16,1.2596541637321934e-05,118,0.7071103453636169,0.03531492501497269,0.3499999940395355,0.669305682182312,0.6569454669952393,0.669305682182312,,
17,,125,,,,,,,0.6838709712028503,0.6452676653862
17,1.366191736451583e-05,125,0.7107287645339966,0.022034699097275734,0.3499999940395355,0.6599330902099609,0.6522209048271179,0.6599330902099609,,
18,,132,,,,,,,0.6862903237342834,0.6452326774597168
18,1.4782214748265687e-05,132,0.7129807472229004,0.012959335930645466,0.3499999940395355,0.6525946259498596,0.6480588316917419,0.6525946259498596,,
19,,139,,,,,,,0.6862903833389282,0.6455218195915222
19,1.5955825801938772e-05,139,0.7149544358253479,0.007115863263607025,0.3499999940395355,0.6464428305625916,0.6439523100852966,0.6464428305625916,,
20,,146,,,,,,,0.6842741966247559,0.6472452878952026
20,1.7181064322357997e-05,146,0.7131325602531433,0.003771585877984762,0.3499999940395355,0.6426401138305664,0.6413201093673706,0.6426401138305664,,
21,,153,,,,,,,0.6935484409332275,0.6430930495262146
21,1.845618498919066e-05,153,0.7169533967971802,0.0023648645728826523,0.3499999940395355,0.6395435929298401,0.6387158632278442,0.6395435929298401,,
22,,160,,,,,,,0.6895161867141724,0.6404302716255188
22,1.9779357899096794e-05,160,0.7200658321380615,0.002517109038308263,0.3499999940395355,0.6360033750534058,0.6351223587989807,0.6360033750534058,,
23,,167,,,,,,,0.6983871459960938,0.6356070041656494
23,2.1148687665117905e-05,167,0.7225455045700073,0.003655429929494858,0.3499999940395355,0.6336365342140198,0.632357120513916,0.6336365342140198,,
24,,174,,,,,,,0.7028225660324097,0.6326123476028442
24,2.256220977869816e-05,174,0.7293269038200378,0.004713952541351318,0.3499999940395355,0.6296852827072144,0.6280354857444763,0.6296852827072144,,
25,,181,,,,,,,0.699999988079071,0.6337320804595947
25,2.401790152362082e-05,181,0.7302125692367554,0.005142016336321831,0.3499999940395355,0.6274714469909668,0.6256717443466187,0.6274714469909668,,
26,,188,,,,,,,0.699999988079071,0.6342644691467285
26,2.551367288106121e-05,188,0.7307692170143127,0.004886371083557606,0.3499999940395355,0.6250530481338501,0.6233428120613098,0.6250530481338501,,
27,,195,,,,,,,0.6983871459960938,0.6361831426620483
27,2.7047391995438375e-05,195,0.730541467666626,0.003883728524670005,0.3499999940395355,0.6223941445350647,0.6210348010063171,0.6223941445350647,,
28,,202,,,,,,,0.7056452035903931,0.6302623152732849
28,2.8616854251595214e-05,202,0.7386133670806885,0.0035314923152327538,0.3499999940395355,0.6171984672546387,0.6159624457359314,0.6171984672546387,,
29,,209,,,,,,,0.704032301902771,0.6250277161598206
29,3.0219811378628947e-05,209,0.741877555847168,0.0032276995480060577,0.3499999940395355,0.6139546036720276,0.6128249764442444,0.6139546036720276,,
30,,216,,,,,,,0.6987903118133545,0.6216397285461426
30,3.1853971449891105e-05,216,0.7452429533004761,0.0032230352517217398,0.3499999940395355,0.6104201674461365,0.6092920899391174,0.6104201674461365,,
31,,223,,,,,,,0.7124999761581421,0.6220541000366211
31,3.351698615006171e-05,223,0.7486841678619385,0.002574167912825942,0.3499999940395355,0.6051841378211975,0.6042830944061279,0.6051841378211975,,
32,,230,,,,,,,0.7032257914543152,0.628473699092865
32,3.5206474422011524e-05,230,0.7487095594406128,0.0018225075909867883,0.3499999940395355,0.6030783653259277,0.6024404168128967,0.6030783653259277,,
33,,237,,,,,,,0.7012096643447876,0.6295884847640991
33,3.692002792377025e-05,237,0.7481275200843811,0.0016233045607805252,0.3499999940395355,0.6011448502540588,0.600576639175415,0.6011448502540588,,
34,,244,,,,,,,0.7080644965171814,0.6070533990859985
34,3.865517646772787e-05,244,0.7490891218185425,0.002688898704946041,0.3499999940395355,0.5973300337791443,0.5963888764381409,0.5973300337791443,,
35,,251,,,,,,,0.7044354677200317,0.6060233116149902
35,4.0409446228295565e-05,251,0.7551872730255127,0.003707096679136157,0.3499999940395355,0.5943790078163147,0.5930814743041992,0.5943790078163147,,
36,,258,,,,,,,0.7104839086532593,0.6182195544242859
36,4.2180319724138826e-05,258,0.7559969425201416,0.0024092928506433964,0.3499999940395355,0.5894745588302612,0.588631272315979,0.5894745588302612,,
37,,265,,,,,,,0.7068548202514648,0.622010350227356
37,4.396525037009269e-05,265,0.7539979815483093,0.0013162614777684212,0.3499999940395355,0.5870537757873535,0.5865930914878845,0.5870537757873535,,
38,,272,,,,,,,0.7096774578094482,0.6083801984786987
38,4.5761698856949806e-05,272,0.759210467338562,0.001462789485231042,0.3499999940395355,0.5819759368896484,0.5814639925956726,0.5819759368896484,,
39,,279,,,,,,,0.7129032611846924,0.6040753126144409
39,4.756708221975714e-05,279,0.7608805894851685,0.002628571819514036,0.3499999940395355,0.5795797109603882,0.57865971326828,0.5795797109603882,,
