epoch,learning_rate,step,training_auroc,training_distillation_loss,training_distillation_weight,training_domain_acc,training_domain_loss,training_domain_weight,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
8,6.2162680478650145e-06,62,0.6799342036247253,0.31707847118377686,0.20000000298023224,0.5712119340896606,0.6885613203048706,0.45000001788139343,1.4285436868667603,0.6765666604042053,1.4285436868667603,,
9,,69,,,,,,,,,,0.6544355154037476,0.6681002378463745
9,6.794390628783731e-06,69,0.6812753677368164,0.28578516840934753,0.20000000298023224,0.5445818901062012,0.6902379393577576,0.5,1.4226535558700562,0.6752586364746094,1.4226535558700562,,
10,,76,,,,,,,,,,0.6689516305923462,0.6655940413475037
10,7.437268777721329e-06,76,0.6863613128662109,0.2516714632511139,0.20000000298023224,0.46895021200180054,0.6965134739875793,0.5,1.4198932647705078,0.6730454564094543,1.4198932647705078,,
11,,83,,,,,,,,,,0.6729838848114014,0.6621111631393433
11,8.143982995534316e-06,83,0.6949392557144165,0.22041301429271698,0.20000000298023224,0.38601282238960266,0.7013601660728455,0.5,1.4163177013397217,0.670875072479248,1.4163177013397217,,
12,,90,,,,,,,,,,0.6681451797485352,0.6589757204055786
12,8.913521014619619e-06,90,0.6969888806343079,0.1883941888809204,0.20000000298023224,0.27284952998161316,0.708453893661499,0.5,1.4152188301086426,0.6690860390663147,1.4152188301086426,,
13,,97,,,,,,,,,,0.6810483932495117,0.6557512283325195
13,9.744779163156636e-06,97,0.7028340101242065,0.15613728761672974,0.20000000298023224,0.20236583054065704,0.7156029939651489,0.5,1.4135569334030151,0.6667264699935913,1.4135569334030151,,
14,,104,,,,,,,,,,0.6830645203590393,0.6537118554115295
14,1.0636567822075449e-05,104,0.7029858231544495,0.12982699275016785,0.20000000298023224,0.14591972529888153,0.7238231897354126,0.5,1.4137561321258545,0.6639674305915833,1.4137561321258545,,
15,,111,,,,,,,,,,0.6854839324951172,0.6524418592453003
15,1.1587609151320066e-05,111,0.7043269276618958,0.10505887120962143,0.20000000298023224,0.0821058377623558,0.7323405146598816,0.5,1.4143294095993042,0.6609771251678467,1.4143294095993042,,
16,,118,,,,,,,,,,0.6879032254219055,0.6506859064102173
16,1.2596541637321934e-05,118,0.7094382047653198,0.08437648415565491,0.20000000298023224,0.06867382675409317,0.7421000599861145,0.5,1.4168341159820557,0.6578587889671326,1.4168341159820557,,
17,,125,,,,,,,,,,0.6895161867141724,0.6481808423995972
17,1.366191736451583e-05,125,0.7123734951019287,0.06466102600097656,0.20000000298023224,0.03296014294028282,0.7507162094116211,0.5,1.41796875,0.6543203592300415,1.41796875,,
18,,132,,,,,,,,,,0.6931451559066772,0.6462043523788452
18,1.4782214748265687e-05,132,0.7142712473869324,0.04707039147615433,0.20000000298023224,0.03469698876142502,0.761174738407135,0.5,1.4221550226211548,0.6515660285949707,1.4221550226211548,,
19,,139,,,,,,,,,,0.6923387050628662,0.6450614333152771
19,1.5955825801938772e-05,139,0.7142965793609619,0.03281325846910477,0.20000000298023224,0.020955124869942665,0.7706055641174316,0.5,1.4262970685958862,0.6491290330886841,1.4262970685958862,,
20,,146,,,,,,,,,,0.6891129016876221,0.645862877368927
20,1.7181064322357997e-05,146,0.717029333114624,0.022015301510691643,0.20000000298023224,0.010366209782660007,0.780283510684967,0.5,1.4302550554275513,0.6455686092376709,1.4302550554275513,,
21,,153,,,,,,,,,,0.6947580575942993,0.6443934440612793
21,1.845618498919066e-05,153,0.7219129800796509,0.01405987236648798,0.20000000298023224,0.015660667791962624,0.7895286679267883,0.5,1.4339734315872192,0.6416327357292175,1.4339734315872192,,
22,,160,,,,,,,,,,0.6947580575942993,0.6432470679283142
22,1.9779357899096794e-05,160,0.7214574813842773,0.008002095855772495,0.20000000298023224,0.006751310080289841,0.7972886562347412,0.5,1.4382613897323608,0.6393722891807556,1.4382613897323608,,
23,,167,,,,,,,,,,0.6959677338600159,0.6424794793128967
23,2.1148687665117905e-05,167,0.7257084846496582,0.0043295095674693584,0.20000000298023224,0.004914004821330309,0.8018178939819336,0.5,1.4384311437606812,0.6357474327087402,1.4384311437606812,,
24,,174,,,,,,,,,,0.6963709592819214,0.6428880095481873
24,2.256220977869816e-05,174,0.7252529859542847,0.002165408106520772,0.20000000298023224,0.004914004821330309,0.805877685546875,0.5,1.4389227628707886,0.632611870765686,1.4389227628707886,,
25,,181,,,,,,,,,,0.6987903118133545,0.6404181718826294
25,2.401790152362082e-05,181,0.7272014021873474,0.0012183814542368054,0.20000000298023224,0.006142505910247564,0.8079085946083069,0.5,1.4382318258285522,0.6300796866416931,1.4382318258285522,,
26,,188,,,,,,,,,,0.7024194002151489,0.6330301761627197
26,2.551367288106121e-05,188,0.7269736528396606,0.0012510474771261215,0.20000000298023224,0.004604156129062176,0.8051079511642456,0.5,1.4337365627288818,0.6283785104751587,1.4337365627288818,,
27,,195,,,,,,,,,,0.6995967626571655,0.6289737820625305
27,2.7047391995438375e-05,195,0.7326416969299316,0.0018441090360283852,0.20000000298023224,0.011975164525210857,0.7963858246803284,0.5,1.421059489250183,0.6243048906326294,1.421059489250183,,
28,,202,,,,,,,,,,0.6987903118133545,0.6256533861160278
28,2.8616854251595214e-05,202,0.7354757785797119,0.0021093657705932856,0.20000000298023224,0.02927463874220848,0.7866066694259644,0.5,1.408869981765747,0.6218413710594177,1.408869981765747,,
29,,209,,,,,,,,,,0.7016128897666931,0.6281242370605469
29,3.0219811378628947e-05,209,0.735576868057251,0.0015981351025402546,0.20000000298023224,0.09280852973461151,0.7678462862968445,0.5,1.3871970176696777,0.6190310716629028,1.3871970176696777,,
30,,216,,,,,,,,,,0.7000000476837158,0.6281201243400574
30,3.1853971449891105e-05,216,0.7377530336380005,0.000941642327234149,0.20000000298023224,0.18156199157238007,0.7467131018638611,0.5,1.362757921218872,0.6158564686775208,1.362757921218872,,
31,,223,,,,,,,,,,0.6975806355476379,0.623514711856842
31,3.351698615006171e-05,223,0.7420799732208252,0.0008161499863490462,0.20000000298023224,0.3591019809246063,0.726582944393158,0.5,1.3394768238067627,0.6127306818962097,1.3394768238067627,,
32,,230,,,,,,,,,,0.7024193406105042,0.6214283108711243
32,3.5206474422011524e-05,230,0.7409160137176514,0.001028624246828258,0.20000000298023224,0.4740211069583893,0.7036818861961365,0.5,1.315773844718933,0.6118863224983215,1.315773844718933,,
33,,237,,,,,,,,,,0.7060483694076538,0.6110739707946777
33,3.692002792377025e-05,237,0.7447115182876587,0.0012805467704311013,0.20000000298023224,0.5570157766342163,0.6808820366859436,0.5,1.2908408641815186,0.6097027659416199,1.2908408641815186,,
34,,244,,,,,,,,,,0.7024193406105042,0.613645613193512
34,3.865517646772787e-05,244,0.7504301071166992,0.00198575621470809,0.20000000298023224,0.641268789768219,0.6559378504753113,0.5,1.2641640901565552,0.6078290343284607,1.2641640901565552,,
35,,251,,,,,,,,,,0.6975806951522827,0.6144207119941711
35,4.0409446228295565e-05,251,0.7546305656433105,0.003925908822566271,0.20000000298023224,0.7285984754562378,0.6293761134147644,0.5,1.2326854467391968,0.6025241613388062,1.2326854467391968,,
36,,258,,,,,,,,,,0.6913306713104248,0.6130590438842773
36,4.2180319724138826e-05,258,0.7509362697601318,0.005114085506647825,0.20000000298023224,0.777083694934845,0.6010429263114929,0.5,1.2036314010620117,0.6015656590461731,1.2036314010620117,,
37,,265,,,,,,,,,,0.6808467507362366,0.621919572353363
37,4.396525037009269e-05,265,0.7554149627685547,0.006846537347882986,0.20000000298023224,0.8384571075439453,0.5708690285682678,0.5,1.1687352657318115,0.5964968204498291,1.1687352657318115,,
38,,272,,,,,,,,,,0.6800403594970703,0.6161031723022461
38,4.5761698856949806e-05,272,0.7570850849151611,0.007858837954699993,0.20000000298023224,0.8702569603919983,0.5459606051445007,0.5,1.1399673223495483,0.5924350023269653,1.1399673223495483,,
39,,279,,,,,,,,,,0.675000011920929,0.6080456972122192
39,4.756708221975714e-05,279,0.7597671747207642,0.004949810449033976,0.20000000298023224,0.8768969178199768,0.527220606803894,0.5,1.117760419845581,0.5895497798919678,1.117760419845581,,
